ID	adj.P.Val	P.Value	t	B	logFC	GENE_SYMBOL	ENSEMBL_ID
A_33_P3295415	0.927	0.266629	-1.243165	-5.3188	-1.51e-02	ZBTB3	ENST00000394807
A_33_P3309799	0.927	0.266637	1.2431426	-5.3188	6.07e-02	TRIM10	ENST00000376706
A_23_P23380	0.927	0.26665	1.2431024	-5.3189	2.07e-02	ELOVL1	ENST00000497050
A_23_P121596	0.927	0.266652	-1.2430968	-5.3189	-5.96e-02	PPBP	ENST00000296028
A_33_P3347040	0.927	0.266654	-1.2430929	-5.3189	-3.31e-02	LOC100131094	ENST00000381796
A_24_P80181	0.927	0.266665	-1.2430598	-5.3189	-1.58e-02	TMEM127	ENST00000258439
A_21_P0013146	0.927	0.266688	1.2429931	-5.319	7.85e-02	XLOC_l2_013062	
A_33_P3394828	0.927	0.266735	-1.2428532	-5.3191	-1.55e-02	NOC4L	ENST00000330579
A_23_P207774	0.927	0.266751	-1.2428074	-5.3192	-1.36e-01	KSR1	ENST00000398982
A_33_P3846114	0.927	0.266753	-1.2428013	-5.3192	-5.78e-02	LOC286442	ENST00000448597
A_21_P0011967	0.927	0.266767	-1.2427597	-5.3192	-1.24e-01	SFRP4	ENST00000436072
A_32_P174365	0.927	0.266905	1.2423518	-5.3197	1.16e-01	SATB2	ENST00000260926
A_23_P352990	0.927	0.266912	1.2423329	-5.3197	1.07e-01	LINC00314	
A_23_P67391	0.927	0.266912	-1.2423316	-5.3197	-1.71e-02	KPTN	ENST00000536339
A_23_P18119	0.927	0.26693	1.2422808	-5.3197	1.24e-01	IMPG2	ENST00000193391
A_23_P15299	0.927	0.267046	-1.2419395	-5.3201	-2.53e-02	WBP2	ENST00000433525
A_24_P186114	0.927	0.267059	-1.2419008	-5.3201	-2.66e-01	TTTY21	ENST00000421353
A_33_P3768992	0.927	0.267214	1.2414437	-5.3206	5.44e-02	DCAF4L2	ENST00000319675
A_23_P210496	0.927	0.267232	-1.241392	-5.3207	-4.00e-02	PCIF1	ENST00000443130
A_23_P259166	0.927	0.267247	1.2413486	-5.3207	1.54e-02	TCEAL4	ENST00000415568
A_32_P942508	0.927	0.267289	-1.2412236	-5.3209	-1.49e-01	FAM27L	ENST00000426869
A_32_P157391	0.927	0.26731	-1.2411636	-5.3209	-3.09e-01	FOLH1B	
A_21_P0011114	0.927	0.267366	1.2409978	-5.3211	1.27e-01	XLOC_l2_003400	
A_21_P0006859	0.927	0.267397	-1.2409078	-5.3212	-1.26e-01	XLOC_008456	
A_24_P91094	0.927	0.267412	-1.2408625	-5.3213	-1.71e-02	RUNDC3A	ENST00000225441
A_33_P3353185	0.927	0.267462	-1.240715	-5.3214	-6.47e-02		
A_24_P401615	0.927	0.267543	1.2404784	-5.3217	9.74e-02	PRAMEF10	ENST00000235347
A_33_P3356990	0.927	0.267586	-1.2403517	-5.3218	-1.71e-01	NPIPL3	ENST00000415645
A_23_P18493	0.927	0.267706	-1.2400007	-5.3222	-2.24e-02	PTPN13	
A_23_P112846	0.927	0.267787	-1.2397639	-5.3224	-3.93e-02	MTHFD2L	ENST00000492183
A_23_P254181	0.927	0.267828	1.2396426	-5.3226	8.49e-02	LOC79015	ENST00000415889
A_23_P353717	0.927	0.267828	1.2396415	-5.3226	6.07e-02	RMI2	ENST00000381820
A_19_P00317360	0.927	0.267891	1.2394592	-5.3228	6.51e-02	ATP2C1	ENST00000533801
A_24_P255471	0.927	0.268013	1.2390988	-5.3231	6.91e-02	SYT9	ENST00000532592
A_33_P3278826	0.927	0.268041	-1.2390176	-5.3232	-3.92e-02	LTK	ENST00000360087
A_23_P117992	0.927	0.268084	1.2388925	-5.3234	5.96e-02	ATP2C2	ENST00000420010
A_23_P373031	0.927	0.268115	-1.2388002	-5.3235	-2.86e-02	CACNA1C	
A_21_P0012997	0.927	0.268134	1.2387466	-5.3235	1.52e-01	XLOC_l2_012135	ENST00000524094
A_23_P208302	0.927	0.268167	1.23865	-5.3236	1.04e-01	APOC2	ENST00000252490
A_23_P143713	0.927	0.268193	-1.238574	-5.3237	-1.23e-01	APOBEC3G	ENST00000480000
A_23_P115202	0.927	0.268241	1.238431	-5.3238	1.70e-01	CRNN	ENST00000271835
A_23_P397417	0.927	0.268252	1.2383994	-5.3239	2.69e-02	TMEM188	ENST00000458059
A_33_P3262452	0.927	0.268275	-1.2383335	-5.324	-4.69e-02	PEX26	ENST00000399744
A_33_P3582789	0.927	0.268295	-1.2382729	-5.324	-1.12e-01	FLJ44087	
A_23_P405282	0.927	0.268298	1.2382641	-5.324	4.62e-02	MGC45922	ENST00000326989
A_21_P0011362	0.927	0.268315	-1.2382144	-5.3241	-4.12e-02	GOLGA8IP	ENST00000544495
A_33_P3228612	0.927	0.268541	1.2375553	-5.3248	3.03e-02	CACNA1E	ENST00000367570
A_32_P231179	0.927	0.268568	-1.2374767	-5.3249	-7.46e-02	TEKT4	ENST00000468063
A_33_P3745164	0.927	0.26857	1.2374699	-5.3249	2.47e-02	CADM2	ENST00000383699
A_23_P116694	0.927	0.268608	1.2373578	-5.325	1.90e-02	RPS26	ENST00000539199
A_23_P164737	0.927	0.268675	1.2371619	-5.3252	1.81e-02	MED26	ENST00000263390
A_33_P3350621	0.927	0.268694	1.2371079	-5.3253	2.56e-02	CNRIP1	ENST00000409559
A_23_P50919	0.927	0.26875	1.236944	-5.3254	3.34e-02	SERPINE2	ENST00000478966
A_24_P194714	0.927	0.268758	1.2369213	-5.3255	1.45e-02	FAM100B	ENST00000327490
A_23_P202071	0.927	0.268869	1.2365965	-5.3258	1.77e-02	CELF2	
A_24_P943358	0.927	0.268911	1.2364738	-5.3259	8.00e-02	DBF4	ENST00000265728
A_21_P0000164	0.927	0.269019	-1.2361585	-5.3263	-1.94e-01	PRSS46	ENST00000463091
A_33_P3333777	0.927	0.269054	-1.2360562	-5.3264	-6.43e-02	LOC100129387	
A_21_P0000201	0.927	0.269067	1.2360174	-5.3264	2.20e-02	RAB6C	
A_21_P0010796	0.927	0.269088	-1.2359565	-5.3265	-1.06e-01	LOC255654	ENST00000366308
A_23_P356004	0.927	0.269101	1.2359192	-5.3265	1.67e-01	KCNIP3	ENST00000377181
A_23_P21425	0.927	0.269148	1.2357801	-5.3267	7.45e-02	GPR119	ENST00000276218
A_23_P164258	0.927	0.269232	1.2355353	-5.3269	7.89e-02	PIPOX	ENST00000323372
A_23_P89249	0.927	0.269302	-1.2353306	-5.3271	-9.31e-02	ERBB2	ENST00000406381
A_24_P277673	0.927	0.269306	-1.2353209	-5.3272	-1.60e-01	HIST1H4G	ENST00000244537
A_23_P106737	0.927	0.269315	-1.2352924	-5.3272	-1.76e-02	LUC7L	ENST00000418978
A_21_P0014112	0.927	0.269331	-1.2352477	-5.3272	-1.30e-01	LOC100506765	ENST00000477009
A_23_P119478	0.927	0.269335	1.2352357	-5.3272	1.50e-01	EBI3	ENST00000221847
A_23_P39356	0.927	0.26934	-1.2352207	-5.3273	-1.24e-01	FFAR1	ENST00000246553
A_23_P157865	0.927	0.269346	1.2352035	-5.3273	9.03e-02	TNC	ENST00000350763
A_24_P68247	0.927	0.269362	-1.2351548	-5.3273	-3.70e-02	TRIM4	ENST00000354241
A_23_P112412	0.927	0.269602	-1.2344572	-5.3281	-1.58e-02	TEX10	ENST00000444730
A_21_P0004123	0.927	0.269608	1.2344384	-5.3281	1.27e-01	XLOC_004794	ENST00000506463
A_33_P3254082	0.927	0.269609	1.2344354	-5.3281	1.11e-01	C9orf68	ENST00000485981
A_32_P6832	0.927	0.269616	1.2344156	-5.3281	1.49e-02	C5orf51	ENST00000381647
A_24_P305223	0.927	0.269632	-1.2343687	-5.3282	-4.32e-02	CTAGE1	
A_23_P344392	0.927	0.269658	-1.2342944	-5.3283	-1.71e-02	OGG1	
A_33_P3418175	0.927	0.269678	-1.2342341	-5.3283	-5.72e-02	LYNX1	ENST00000335822
A_21_P0000259	0.927	0.269715	1.2341267	-5.3284	4.28e-02	SNORD25	
A_33_P3356811	0.927	0.269742	1.2340472	-5.3285	1.11e-01	LCE1E	ENST00000368771
A_32_P205624	0.927	0.269757	-1.2340041	-5.3286	-1.98e-02	SHC2	ENST00000264554
A_24_P411121	0.927	0.269771	1.2339632	-5.3286	6.16e-02	TNFRSF18	ENST00000379265
A_33_P3382513	0.927	0.2698	-1.2338781	-5.3287	-1.43e-02	RPUSD1	ENST00000007264
A_33_P3368800	0.927	0.269811	1.2338478	-5.3287	2.77e-02	NBPF1	ENST00000429672
A_23_P156471	0.927	0.269813	-1.2338417	-5.3287	-2.19e-02	CDC5L	ENST00000371477
A_24_P204819	0.927	0.269838	-1.2337695	-5.3288	-2.61e-02	SPRY3	ENST00000302805
A_23_P64888	0.927	0.269902	1.2335835	-5.329	9.42e-02	TAS2R10	ENST00000240619
A_33_P3593546	0.927	0.269905	-1.2335738	-5.329	-1.77e-02	MARK3	
A_24_P158468	0.927	0.269956	-1.2334252	-5.3292	-5.97e-02	C10orf91	ENST00000321248
A_23_P28139	0.927	0.270045	1.2331666	-5.3295	1.70e-01	SCTR	ENST00000485440
A_23_P168357	0.927	0.270111	-1.2329747	-5.3297	-9.17e-02	CPA1	ENST00000011292
A_23_P154643	0.927	0.270158	-1.232836	-5.3298	-4.38e-02	BMP7	ENST00000395863
A_23_P14892	0.927	0.270164	-1.2328187	-5.3298	-8.72e-02	IGFALS	ENST00000415638
A_23_P362712	0.927	0.27023	-1.2326286	-5.33	-1.98e-02	ABHD11	
A_23_P62227	0.927	0.270234	-1.2326168	-5.33	-1.57e-01	CXorf21	ENST00000378962
A_32_P91042	0.927	0.270255	1.2325537	-5.3301	4.51e-02	LOC100129034	
A_21_P0008806	0.927	0.270301	1.2324202	-5.3302	1.19e-01	XLOC_011616	
A_33_P3408420	0.927	0.270376	1.232203	-5.3305	1.16e-01	MDGA2	ENST00000357362
A_24_P365515	0.927	0.270413	1.2320943	-5.3306	1.43e-01	FOXA2	ENST00000319993
A_23_P114008	0.927	0.27046	-1.2319576	-5.3307	-1.41e-01	TM4SF20	ENST00000304568
A_24_P296698	0.927	0.270529	-1.2317588	-5.3309	-1.43e-02	MAP2K3	ENST00000316920
A_33_P3332302	0.927	0.270655	1.2313929	-5.3313	7.29e-02	MTVR2	
A_33_P3327010	0.927	0.270764	-1.2310745	-5.3317	-3.87e-02	MAST2	ENST00000372008
A_19_P00322299	0.927	0.270776	-1.2310412	-5.3317	-2.54e-02	ZSWIM6	ENST00000252744
A_23_P59807	0.927	0.270883	-1.230729	-5.332	-1.00e-01	WNT2	ENST00000265441
A_23_P141484	0.927	0.270934	-1.2305834	-5.3322	-1.56e-02	C17orf63	ENST00000341217
A_19_P00800316	0.927	0.271001	1.2303885	-5.3324	3.80e-02	LOC440131	ENST00000400540
A_23_P350754	0.927	0.271005	1.2303762	-5.3324	1.35e-01	OR7E14P	
A_23_P124946	0.927	0.271023	1.2303242	-5.3325	4.23e-02	CMYA5	ENST00000446378
A_23_P398637	0.927	0.271083	1.2301485	-5.3327	3.26e-02	RG9MTD2	ENST00000273962
A_33_P3286312	0.927	0.271102	-1.2300953	-5.3327	-7.90e-02		
A_23_P155441	0.927	0.271104	1.2300895	-5.3327	2.31e-02	RFT1	ENST00000296292
A_23_P346912	0.927	0.27115	1.2299541	-5.3329	7.44e-02	SPATA17	ENST00000471021
A_32_P452655	0.927	0.271189	1.2298427	-5.333	3.99e-02	LGALS9C	
A_21_P0000255	0.927	0.27125	1.2296651	-5.3332	8.73e-02	SNORD30	
A_24_P49220	0.927	0.27131	-1.2294911	-5.3334	-6.48e-02	LOC285456	
A_33_P3367577	0.927	0.271353	1.2293679	-5.3335	3.28e-02	EIF4ENIF1	ENST00000397520
A_21_P0009509	0.927	0.271376	-1.229301	-5.3336	-9.85e-02	LOC284240	
A_23_P131899	0.927	0.27147	-1.2290283	-5.3338	-6.34e-02	SDCBP2	
A_33_P3391826	0.927	0.271531	-1.2288508	-5.334	-8.15e-02	GHRH	ENST00000373611
A_23_P168864	0.927	0.271544	-1.2288147	-5.3341	-2.69e-02	ZNF16	ENST00000394909
A_23_P101972	0.927	0.271618	-1.2285986	-5.3343	-6.47e-02	CAPN13	ENST00000534090
A_33_P3248137	0.927	0.271666	1.2284614	-5.3345	5.91e-02	OLFML2A	ENST00000342100
A_32_P189592	0.927	0.27181	-1.2280445	-5.3349	-1.30e-01	USHBP1	ENST00000252597
A_23_P99063	0.927	0.271818	-1.2280196	-5.3349	-8.33e-02	LUM	ENST00000548071
A_23_P345674	0.927	0.271829	1.2279882	-5.335	2.07e-02	ZNF71	ENST00000328070
A_33_P3289482	0.927	0.27184	1.2279556	-5.335	1.79e-01		ENST00000378347
A_21_P0012873	0.927	0.271865	1.2278851	-5.3351	5.64e-02	LOC100507387	ENST00000511819
A_33_P3275722	0.927	0.271871	1.2278681	-5.3351	6.31e-02	LY6G6D	ENST00000554860
A_23_P135669	0.927	0.271931	1.2276934	-5.3353	4.96e-02	SLCO5A1	ENST00000526750
A_24_P13083	0.927	0.271995	1.2275077	-5.3355	5.04e-02	TSPAN18	ENST00000520358
A_23_P45324	0.927	0.272023	1.227428	-5.3355	1.68e-02	TMEM35	ENST00000372930
A_23_P129174	0.927	0.272083	1.227254	-5.3357	1.93e-02	LRRC49	ENST00000443425
A_33_P3388376	0.927	0.272091	-1.2272322	-5.3358	-2.76e-02	TBC1D3B	
A_23_P137238	0.927	0.272106	1.2271866	-5.3358	7.50e-02	KDM5D	ENST00000492117
A_21_P0000897	0.927	0.272108	1.2271822	-5.3358	2.14e-02	LOC100287616	
A_23_P313961	0.927	0.272157	-1.2270409	-5.336	-2.38e-02	NME6	ENST00000418431
A_21_P0014151	0.927	0.272157	-1.2270396	-5.336	-4.61e-02	LOC100506851	
A_33_P3303519	0.927	0.272169	-1.2270061	-5.336	-5.91e-02	CLEC12B	ENST00000396506
A_23_P37410	0.927	0.272267	-1.2267236	-5.3363	-1.34e-01	CYP19A1	ENST00000541721
A_32_P121303	0.927	0.272295	1.2266422	-5.3364	2.60e-02	NUP50	ENST00000347635
A_23_P169197	0.927	0.272326	-1.2265505	-5.3365	-6.90e-02	HSDL2	ENST00000398803
A_23_P11841	0.927	0.272364	1.226443	-5.3366	1.69e-02	ATP2B4	ENST00000341360
A_24_P116871	0.927	0.272402	1.2263319	-5.3367	1.62e-02	TXNL4A	ENST00000355491
A_33_P3870056	0.927	0.272512	-1.2260155	-5.337	-3.66e-02	LOC283335	ENST00000546793
A_23_P61180	0.927	0.272612	-1.2257259	-5.3374	-1.83e-02	PLCXD1	ENST00000399012
A_33_P3276329	0.927	0.272643	-1.225636	-5.3374	-3.62e-02		
A_33_P3287680	0.927	0.272663	1.2255788	-5.3375	1.35e-01	C3orf43	ENST00000452776
A_23_P92499	0.927	0.272828	1.2251025	-5.338	5.78e-02	TLR2	ENST00000260010
A_23_P69720	0.927	0.272839	1.2250697	-5.338	2.59e-02	ANXA5	ENST00000509648
A_24_P288722	0.927	0.272845	1.225054	-5.3381	1.86e-02	CASK	ENST00000378166
A_24_P56363	0.927	0.272857	-1.2250198	-5.3381	-3.76e-02	CAB39L	ENST00000378341
A_23_P372478	0.927	0.272956	1.224735	-5.3384	1.27e-01	SERPINA9	ENST00000538527
A_24_P475349	0.927	0.272971	1.2246906	-5.3384	2.61e-02	RAB6B	ENST00000543906
A_23_P68899	0.927	0.272978	-1.2246694	-5.3385	-1.52e-02	TXN2	ENST00000403313
A_23_P121120	0.927	0.273033	-1.2245114	-5.3386	-4.49e-02	GPR87	ENST00000260843
A_23_P428849	0.927	0.273092	-1.2243426	-5.3388	-2.14e-02	CHCHD4	ENST00000396914
A_33_P3219475	0.927	0.273101	1.2243157	-5.3388	2.50e-02	C9orf30-TMEFF1	ENST00000334943
A_21_P0004762	0.927	0.273146	1.2241865	-5.339	3.00e-01	C6orf7	ENST00000438797
A_19_P00812554	0.927	0.273191	1.2240572	-5.3391	8.17e-02	LOC100499227	
A_21_P0000375	0.927	0.273197	1.2240377	-5.3391	7.88e-02	SNORD19	
A_19_P00318202	0.927	0.273304	-1.223731	-5.3395	-1.03e-01	XLOC_003572	ENST00000504368
A_33_P3278490	0.927	0.273309	-1.2237178	-5.3395	-1.57e-01	LOC286238	
A_23_P49559	0.927	0.27331	1.2237149	-5.3395	1.36e-01	GPR142	ENST00000335666
A_23_P6422	0.927	0.273323	1.2236753	-5.3395	2.20e-01	RFPL3	ENST00000249007
A_23_P202773	0.927	0.273367	-1.22355	-5.3397	-1.79e-02	C11orf20	ENST00000328404
A_23_P348298	0.927	0.273402	-1.2234481	-5.3398	-1.97e-02	SAC3D1	ENST00000531072
A_23_P368558	0.927	0.273439	-1.2233429	-5.3399	-2.20e-02	TMEM131	ENST00000186436
A_24_P314554	0.927	0.273486	-1.2232058	-5.34	-9.74e-02	GOLGA2P2Y	ENST00000398377
A_33_P3247392	0.927	0.273498	1.2231727	-5.3401	4.43e-02	TPTE	
A_24_P225719	0.927	0.273506	1.2231506	-5.3401	1.89e-02	MOB4	
A_23_P141044	0.927	0.273516	-1.2231208	-5.3401	-1.88e-02	ZNF688	ENST00000395219
A_23_P27424	0.927	0.273523	1.2231009	-5.3401	5.04e-02	ZNF418	ENST00000425570
A_23_P151653	0.927	0.273541	-1.2230499	-5.3402	-1.87e-02	APEX1	
A_23_P218079	0.927	0.27359	-1.2229088	-5.3403	-2.07e-02	SLC38A2	ENST00000549258
A_33_P3244882	0.927	0.273599	-1.2228806	-5.3404	-2.34e-02	EIF2C3	ENST00000324350
A_33_P3394599	0.927	0.273603	-1.222871	-5.3404	-1.52e-02	HMG20B	ENST00000487894
A_33_P3579336	0.927	0.273633	-1.2227852	-5.3405	-1.79e-01	LOC285000	
A_23_P142969	0.927	0.273765	-1.2224032	-5.3409	-3.73e-02	ZNF2	ENST00000340539
A_24_P363278	0.927	0.273782	1.2223552	-5.3409	9.92e-02	MAK	ENST00000313243
A_23_P88484	0.927	0.273811	1.2222733	-5.341	1.75e-02	DUT	ENST00000249783
A_23_P46639	0.927	0.27384	1.2221878	-5.3411	1.27e-01	C8A	ENST00000361249
A_32_P170444	0.927	0.273858	1.2221364	-5.3412	1.62e-02	SUB1	ENST00000265073
A_23_P153441	0.927	0.27397	-1.221814	-5.3415	-1.98e-02	HOOK2	ENST00000397668
A_33_P3380797	0.927	0.274022	-1.2216644	-5.3417	-1.52e-01	FGF3	
A_23_P167081	0.927	0.274073	-1.2215191	-5.3418	-1.50e-01	REST	ENST00000358605
A_33_P3295091	0.927	0.274081	1.2214971	-5.3418	1.18e-01	C1orf140	
A_33_P3216467	0.927	0.274098	1.2214474	-5.3419	5.31e-02	FAM83E	ENST00000263266
A_33_P3832872	0.927	0.274116	-1.2213967	-5.3419	-1.21e-01	LOC389247	
A_33_P3212679	0.927	0.274165	1.2212553	-5.3421	1.60e-02	SNRPG	ENST00000418788
A_33_P3388651	0.927	0.274265	1.2209689	-5.3424	2.64e-02	ABLIM1	
A_21_P0000157	0.927	0.274336	-1.2207631	-5.3426	-5.26e-02	LOC100293516	
A_33_P3352263	0.927	0.274362	-1.2206901	-5.3427	-2.34e-01	OR5B3	ENST00000309403
A_23_P435002	0.927	0.274417	1.2205319	-5.3429	3.77e-02	SRFBP1	ENST00000339397
A_21_P0004598	0.927	0.274417	1.2205315	-5.3429	6.46e-02	XLOC_005299	
A_23_P95213	0.927	0.274498	1.2202986	-5.3431	5.36e-02	SFTPC	ENST00000521315
A_33_P3210180	0.927	0.274546	1.2201625	-5.3432	3.80e-02	TLE1	
A_33_P3289401	0.927	0.27455	-1.220149	-5.3433	-2.15e-01	OR52J3	ENST00000380370
A_23_P157758	0.927	0.27472	1.219663	-5.3438	2.81e-02	KIAA2026	ENST00000540714
A_32_P215318	0.927	0.274734	1.2196235	-5.3438	2.11e-02	ACACA	ENST00000456561
A_23_P144639	0.927	0.274734	1.2196222	-5.3438	2.97e-02	TMCO6	ENST00000515265
A_23_P42802	0.927	0.274753	-1.2195692	-5.3439	-1.14e-01	PDIA4	ENST00000286091
A_23_P110266	0.927	0.274807	-1.2194136	-5.344	-5.18e-02	NDNF	ENST00000379692
A_24_P237389	0.927	0.274831	1.2193443	-5.3441	1.67e-02	EIF1AX	ENST00000379607
A_23_P99625	0.927	0.274832	-1.2193423	-5.3441	-4.97e-02	FITM1	ENST00000267426
A_23_P361014	0.927	0.274842	1.2193127	-5.3441	8.60e-02	TSHZ3	ENST00000240587
A_23_P139500	0.927	0.274859	1.2192632	-5.3442	2.61e-02	BHLHE41	ENST00000242728
A_23_P114061	0.927	0.274887	1.2191852	-5.3443	5.36e-02	TRPM3	
A_23_P2041	0.927	0.27504	-1.2187468	-5.3447	-8.30e-02	MICALCL	ENST00000256186
A_23_P138058	0.927	0.275054	-1.218707	-5.3448	-1.59e-02	NOC2L	ENST00000477976
A_33_P3343957	0.927	0.275067	-1.2186701	-5.3448	-8.84e-02	EHBP1	
A_21_P0005469	0.927	0.27507	1.2186595	-5.3448	8.30e-02	XLOC_006350	
A_21_P0004170	0.927	0.275075	-1.2186455	-5.3448	-1.29e-01	XLOC_004962	ENST00000504419
A_33_P3309984	0.927	0.275186	1.2183292	-5.3452	2.35e-02	KHK	ENST00000260599
A_23_P53788	0.927	0.275217	1.2182388	-5.3453	1.47e-02	MTIF3	
A_23_P24723	0.927	0.275263	1.2181085	-5.3454	2.15e-02	TMEM138	ENST00000545420
A_24_P82032	0.927	0.275268	-1.2180944	-5.3454	-2.14e-01	RHOJ	
A_23_P212050	0.927	0.275415	-1.2176717	-5.3459	-2.20e-02	BCHE	ENST00000482958
A_23_P43238	0.927	0.275453	1.2175654	-5.346	3.30e-02	NAPRT1	ENST00000480946
A_24_P38347	0.927	0.275477	1.2174966	-5.3461	1.78e-02	DPYSL2	ENST00000545637
A_21_P0007123	0.927	0.275483	-1.2174779	-5.3461	-1.73e-01	XLOC_009132	ENST00000526436
A_23_P388168	0.927	0.275485	-1.2174738	-5.3461	-3.25e-02	RAB3B	ENST00000371655
A_23_P142574	0.927	0.275486	-1.2174689	-5.3461	-9.55e-02	MOGAT1	ENST00000446656
A_23_P503233	0.927	0.275509	1.217404	-5.3462	4.30e-02	EDARADD	ENST00000359362
A_23_P436618	0.927	0.275522	1.2173675	-5.3462	6.98e-02	GABRA5	ENST00000355395
A_23_P30813	0.927	0.275588	1.2171787	-5.3464	2.27e-02	HIST1H4K	ENST00000357549
A_24_P287780	0.927	0.275619	-1.2170899	-5.3465	-2.31e-02	CHMP1A	ENST00000550872
A_33_P3542886	0.927	0.275637	-1.2170392	-5.3465	-7.62e-02	SNAR-G1	
A_24_P318593	0.927	0.275758	-1.2166916	-5.3469	-3.66e-02	SCRN2	ENST00000290216
A_23_P91317	0.927	0.275777	-1.2166382	-5.347	-1.03e-01	RAD21L1	ENST00000381882
A_33_P3357303	0.927	0.275801	1.2165708	-5.347	2.10e-01	OR5W2	ENST00000344514
A_32_P60635	0.927	0.275896	-1.2162994	-5.3473	-7.32e-02	LOC643037	
A_33_P3405769	0.927	0.275923	-1.2162219	-5.3474	-1.25e-01	TARM1	ENST00000432826
A_23_P87664	0.927	0.275924	-1.2162191	-5.3474	-1.91e-02	SART3	ENST00000546728
A_23_P117694	0.927	0.275955	-1.2161303	-5.3475	-2.30e-02	CORO2B	ENST00000543950
A_24_P143324	0.927	0.275957	-1.2161252	-5.3475	-1.29e-01	SYT16	ENST00000555409
A_33_P3359753	0.927	0.275976	1.2160691	-5.3476	1.97e-02	C1orf96	ENST00000284617
A_21_P0011740	0.927	0.276014	1.2159624	-5.3477	1.24e-01	XLOC_l2_007025	
A_23_P117068	0.927	0.276114	1.2156762	-5.348	1.54e-02	SNRPF	ENST00000549580
A_32_P133916	0.927	0.276138	1.2156084	-5.3481	1.99e-02	BNC2	
A_32_P25437	0.927	0.276195	-1.2154447	-5.3482	-3.46e-02	SLC12A2	ENST00000262461
A_33_P3286218	0.927	0.276246	1.2153007	-5.3484	2.15e-02	DLEU2L	ENST00000340052
A_23_P64792	0.927	0.27626	-1.2152587	-5.3484	-1.60e-02	KCNMB4	ENST00000258111
A_23_P154338	0.927	0.276277	-1.2152103	-5.3485	-5.71e-02	EFHD1	ENST00000264059
A_23_P377750	0.927	0.276305	-1.2151323	-5.3486	-7.60e-02	FGF10	
A_33_P3265704	0.927	0.276326	1.2150708	-5.3486	1.44e-02	UFD1L	ENST00000399525
A_24_P261383	0.927	0.276331	1.2150573	-5.3486	3.85e-02	TAF1D	ENST00000527068
A_23_P160559	0.927	0.276368	-1.2149518	-5.3487	-6.17e-02	ECM1	ENST00000470432
A_23_P258190	0.927	0.276374	-1.2149342	-5.3488	-1.55e-02	AKR1B1	ENST00000494491
A_33_P3256113	0.927	0.276374	-1.2149336	-5.3488	-2.15e-02	GUSBP1	
A_23_P252335	0.927	0.276376	1.2149278	-5.3488	1.73e-02	MIS18A	ENST00000290130
A_33_P3362981	0.927	0.276388	1.2148954	-5.3488	1.89e-02	KCTD5	ENST00000301738
A_33_P3331125	0.927	0.276457	1.2146981	-5.349	1.13e-01	SLC2A12	
A_33_P3314974	0.927	0.276471	1.2146576	-5.3491	9.00e-02	LOC100130522	
A_24_P27513	0.927	0.276514	-1.2145369	-5.3492	-8.67e-02	CNTNAP4	ENST00000469667
A_23_P423074	0.927	0.27655	1.2144338	-5.3493	1.62e-02	FAM169A	ENST00000510609
A_24_P407930	0.927	0.276645	1.214163	-5.3496	4.92e-02	SEH1L	ENST00000262124
A_24_P6674	0.927	0.276757	1.2138444	-5.3499	6.34e-02	WDR31	ENST00000341761
A_24_P299996	0.927	0.27677	-1.213806	-5.35	-4.01e-02	SHQ1	ENST00000325599
A_23_P133648	0.927	0.276791	1.2137472	-5.35	5.29e-02	FAM8A1	ENST00000259963
A_33_P3294509	0.927	0.276968	1.2132422	-5.3506	1.28e-01	CD44	
A_23_P88703	0.927	0.276977	1.2132174	-5.3506	1.53e-02	TP53BP1	ENST00000382044
A_21_P0010600	0.927	0.276977	-1.2132161	-5.3506	-2.05e-02	CROCCP2	
A_33_P3223544	0.927	0.277031	1.2130636	-5.3507	2.66e-02	TMBIM4	ENST00000545407
A_33_P3262133	0.927	0.277141	1.2127511	-5.3511	2.72e-02	GFM1	ENST00000312756
A_23_P88904	0.927	0.277167	-1.2126756	-5.3511	-1.60e-02	NTHL1	ENST00000219066
A_33_P3373243	0.927	0.277182	1.2126352	-5.3512	5.45e-02	MGC34800	
A_33_P3389802	0.927	0.277212	1.2125473	-5.3513	1.04e-01		
A_21_P0005099	0.927	0.277282	1.2123508	-5.3515	3.69e-02	LOC643837	
A_23_P4082	0.927	0.277295	1.2123118	-5.3515	1.29e-01	CCT6B	ENST00000436961
A_23_P251377	0.927	0.277366	-1.2121096	-5.3517	-1.57e-02	C3orf37	ENST00000389735
A_33_P3377609	0.927	0.27741	1.2119852	-5.3519	5.63e-02	SPAM1	
A_23_P167276	0.927	0.277422	1.2119517	-5.3519	2.09e-02	PAQR3	ENST00000515853
A_23_P258367	0.927	0.277505	1.2117146	-5.3522	7.49e-02	GLE1	ENST00000372770
A_33_P3381943	0.927	0.277531	-1.2116434	-5.3522	-1.91e-02	DMTF1	ENST00000394702
A_23_P66117	0.927	0.277598	-1.2114528	-5.3524	-2.44e-02	ITFG3	ENST00000301678
A_23_P34144	0.927	0.277648	1.2113104	-5.3526	1.76e-02	MAGEH1	ENST00000342972
A_33_P3235262	0.927	0.277728	-1.2110833	-5.3528	-3.87e-02	PIP5KL1	ENST00000300432
A_24_P22981	0.927	0.277803	1.2108707	-5.3531	2.19e-02	ZNF253	ENST00000355650
A_23_P90626	0.927	0.277819	-1.2108229	-5.3531	-4.08e-02	CYTIP	ENST00000540637
